market_date,variant,action,submit_orders,account_status,account_value,net_liquidation,n_orders_submitted,timestamp_utc
2026-05-24,real_crypto_regime_ibkr,paper_rebalance,True,connected,1005684.77,1005684.77,2,2026-05-24T22:22:45.949560+00:00
